time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20080113:2000,4.36,55.95,0.0,-0.0,0.0,249.25,4.9,154.0,100690.0
20080113:2100,4.13,58.05,0.0,-0.0,0.0,252.15,5.03,154.0,100620.0
20080113:2200,3.98,62.8,0.0,-0.0,0.0,256.2,5.03,154.0,100510.0
20080113:2300,3.99,67.9,0.0,-0.0,0.0,259.7,5.1,160.0,100460.0
20080114:0000,4.11,70.6,0.0,-0.0,0.0,261.45,5.1,165.0,100380.0
20080114:0100,4.35,68.0,0.0,-0.0,0.0,269.5,5.03,172.0,100310.0
20080114:0200,4.69,68.0,0.0,-0.0,0.0,276.95,5.03,179.0,100270.0
20080114:0300,4.93,63.05,0.0,-0.0,0.0,278.1,5.17,186.0,100230.0
20080114:0400,5.13,63.05,0.0,-0.0,0.0,285.05,5.45,191.0,100210.0
20080114:0500,5.01,68.1,0.0,-0.0,0.0,302.65,5.66,190.0,100220.0
20080114:0600,4.86,76.4,0.0,-0.0,0.0,314.85,5.72,187.0,100220.0
20080114:0700,5.28,82.4,0.0,-0.0,0.0,298.2,5.93,189.0,100190.0
20080114:0800,5.28,82.4,25.0,215.89,14.0,274.8,6.07,193.0,100210.0
20080114:0900,5.75,82.5,116.0,349.0,59.0,269.75,6.21,194.0,100270.0
20080114:1000,6.74,82.6,127.0,81.55,107.0,281.2,5.66,193.0,100250.0
20080114:1100,7.59,79.65,212.0,302.24,124.0,272.5,5.59,188.0,100240.0
20080114:1200,8.35,79.7,224.0,335.67,124.0,281.4,6.34,190.0,100180.0
20080114:1300,9.25,74.15,223.0,528.19,83.0,281.95,8.41,202.0,100120.0
20080114:1400,9.59,71.5,146.0,405.5,67.0,310.8,6.9,201.0,100100.0
20080114:1500,9.54,71.5,51.0,206.52,32.0,320.5,6.55,204.0,100110.0
20080114:1600,9.2,74.15,0.0,-0.0,0.0,316.8,6.14,206.0,100110.0
20080114:1700,9.07,74.15,0.0,-0.0,0.0,325.1,6.21,207.0,100170.0
20080114:1800,8.74,76.85,0.0,-0.0,0.0,316.4,6.07,206.0,100180.0
20080114:1900,8.28,79.7,0.0,-0.0,0.0,295.7,6.14,207.0,100190.0
20080114:2000,8.12,79.7,0.0,-0.0,0.0,297.25,6.07,207.0,100200.0
20080114:2100,7.86,82.65,0.0,-0.0,0.0,292.4,5.93,206.0,100180.0
20080114:2200,7.43,82.65,0.0,-0.0,0.0,272.85,5.93,205.0,100210.0
20080114:2300,7.45,82.65,0.0,-0.0,0.0,294.75,5.93,205.0,100200.0
20080115:0000,7.27,85.75,0.0,-0.0,0.0,288.15,5.79,203.0,100210.0
20080115:0100,7.02,85.75,0.0,-0.0,0.0,279.15,5.79,201.0,100190.0
20080115:0200,7.13,85.75,0.0,-0.0,0.0,298.05,6.0,200.0,100150.0
20080115:0300,7.17,85.75,0.0,-0.0,0.0,304.8,6.21,199.0,100090.0
20080115:0400,7.18,85.75,0.0,-0.0,0.0,308.3,6.34,198.0,100030.0
20080115:0500,7.38,82.65,0.0,-0.0,0.0,320.1,6.48,197.0,100000.0
20080115:0600,7.42,82.65,0.0,-0.0,0.0,309.65,6.83,194.0,99940.0
20080115:0700,7.6,82.65,0.0,-0.0,0.0,287.0,7.31,192.0,99790.0
20080115:0800,7.92,79.7,14.0,18.9,13.0,314.65,7.79,191.0,99690.0
20080115:0900,8.46,79.75,32.0,0.0,32.0,339.85,8.34,189.0,99620.0
20080115:1000,8.74,79.75,40.0,0.0,40.0,344.3,8.76,188.0,99500.0
20080115:1100,8.83,82.75,52.0,0.0,52.0,345.45,9.45,188.0,99370.0
20080115:1200,8.37,85.9,44.0,0.0,44.0,345.65,9.86,188.0,99200.0
20080115:1300,8.31,89.05,36.0,0.0,36.0,344.3,10.34,191.0,99020.0
20080115:1400,8.26,85.85,14.0,0.0,14.0,341.75,10.62,196.0,98960.0
20080115:1500,8.02,85.85,33.0,31.43,30.0,341.95,10.62,198.0,98890.0
20080115:1600,8.01,85.85,0.0,-0.0,0.0,342.35,10.28,198.0,98830.0
20080115:1700,8.21,85.85,0.0,-0.0,0.0,341.2,9.72,197.0,98800.0
20080115:1800,8.41,79.75,0.0,-0.0,0.0,341.95,9.45,195.0,98750.0
20080115:1900,8.06,85.85,0.0,-0.0,0.0,343.7,10.14,191.0,98520.0
20080115:2000,7.83,89.0,0.0,-0.0,0.0,342.15,10.62,193.0,98440.0
20080115:2100,8.0,82.7,0.0,-0.0,0.0,340.0,10.41,196.0,98370.0
20080115:2200,8.44,79.75,0.0,-0.0,0.0,343.1,9.79,198.0,98370.0
20080115:2300,8.65,82.75,0.0,-0.0,0.0,347.0,9.1,201.0,98380.0
20080116:0000,8.58,82.75,0.0,-0.0,0.0,327.25,7.86,204.0,98420.0
20080116:0100,8.38,82.75,0.0,-0.0,0.0,315.75,6.9,212.0,98470.0
20080116:0200,8.07,82.7,0.0,-0.0,0.0,302.5,6.34,218.0,98540.0
20080116:0300,7.42,82.65,0.0,-0.0,0.0,280.4,5.79,218.0,98590.0
20080116:0400,7.02,85.75,0.0,-0.0,0.0,284.85,5.72,215.0,98690.0
20080116:0500,6.52,82.6,0.0,-0.0,0.0,268.6,5.59,212.0,98810.0
20080116:0600,6.26,85.7,0.0,-0.0,0.0,272.5,5.38,212.0,98900.0
20080116:0700,5.91,85.7,0.0,-0.0,0.0,282.35,4.83,215.0,98940.0
20080116:0800,5.69,88.9,29.0,254.66,15.0,276.35,4.69,215.0,99020.0
20080116:0900,5.9,85.7,140.0,571.63,44.0,268.05,4.62,213.0,99130.0
20080116:1000,6.62,82.6,91.0,11.98,88.0,264.95,3.86,209.0,99200.0
20080116:1100,7.53,79.65,67.0,0.0,67.0,270.55,6.34,218.0,99270.0
20080116:1200,8.01,76.8,200.0,197.25,140.0,314.65,5.66,222.0,99340.0
20080116:1300,8.13,76.8,109.0,18.4,104.0,319.7,5.1,226.0,99400.0
20080116:1400,7.98,76.8,88.0,39.66,80.0,320.3,4.28,226.0,99510.0
20080116:1500,7.8,79.65,39.0,50.52,34.0,315.45,3.38,219.0,99580.0
20080116:1600,7.15,82.6,0.0,-0.0,0.0,301.9,2.62,209.0,99630.0
20080116:1700,5.98,85.7,0.0,-0.0,0.0,273.65,2.41,196.0,99710.0
20080116:1800,5.03,88.85,0.0,-0.0,0.0,261.45,2.48,194.0,99790.0
20080116:1900,5.0,92.25,0.0,-0.0,0.0,272.85,2.34,197.0,99940.0
20080116:2000,4.46,92.25,0.0,-0.0,0.0,266.1,2.41,197.0,100020.0
20080116:2100,4.07,95.75,0.0,-0.0,0.0,263.6,2.48,199.0,100080.0
20080116:2200,3.5,95.7,0.0,-0.0,0.0,250.05,2.41,208.0,100180.0
20080116:2300,3.08,95.7,0.0,-0.0,0.0,250.4,2.48,215.0,100290.0
20080117:0000,2.82,95.7,0.0,-0.0,0.0,252.75,2.55,210.0,100360.0
20080117:0100,2.9,95.7,0.0,-0.0,0.0,265.8,2.48,205.0,100390.0
20080117:0200,2.71,99.4,0.0,-0.0,0.0,258.15,2.48,202.0,100440.0
20080117:0300,2.67,99.4,0.0,-0.0,0.0,262.2,2.48,205.0,100490.0
20080117:0400,2.67,99.4,0.0,-0.0,0.0,264.55,2.55,205.0,100540.0
20080117:0500,2.63,99.4,0.0,-0.0,0.0,260.85,2.76,200.0,100600.0
20080117:0600,2.87,95.7,0.0,-0.0,0.0,272.3,2.97,195.0,100640.0
20080117:0700,3.65,95.7,0.0,-0.0,0.0,287.6,3.24,191.0,100680.0
20080117:0800,3.94,95.75,11.0,0.0,11.0,282.75,3.66,176.0,100630.0
20080117:0900,4.93,92.25,70.0,35.21,64.0,297.05,4.34,184.0,100590.0
20080117:1000,5.8,88.9,129.0,71.08,111.0,308.5,5.72,197.0,100620.0
20080117:1100,6.57,85.75,63.0,0.0,63.0,328.6,6.55,202.0,100540.0
20080117:1200,7.18,82.6,176.0,110.58,142.0,336.75,6.9,205.0,100430.0
20080117:1300,7.5,79.65,78.0,0.0,78.0,334.0,6.28,200.0,100340.0
20080117:1400,7.71,79.65,64.0,4.87,63.0,322.05,6.48,194.0,100290.0
20080117:1500,7.55,79.65,16.0,0.0,16.0,317.2,6.83,191.0,100150.0
20080117:1600,7.8,82.65,0.0,-0.0,0.0,328.6,7.38,196.0,100040.0
20080117:1700,8.34,85.85,0.0,-0.0,0.0,340.8,7.59,204.0,100000.0
20080117:1800,8.7,85.9,0.0,-0.0,0.0,347.0,7.52,204.0,99950.0
20080117:1900,8.76,89.1,0.0,-0.0,0.0,332.3,7.52,210.0,99830.0
20080117:2000,8.77,89.1,0.0,-0.0,0.0,337.1,6.9,225.0,99860.0
20080117:2100,8.9,89.1,0.0,-0.0,0.0,326.65,6.28,235.0,99920.0
20080117:2200,8.87,92.4,0.0,-0.0,0.0,320.1,6.14,245.0,100000.0
20080117:2300,8.51,85.9,0.0,-0.0,0.0,302.65,6.07,248.0,100090.0
20080118:0000,8.29,89.05,0.0,-0.0,0.0,285.05,6.21,248.0,100180.0
20080118:0100,8.31,89.05,0.0,-0.0,0.0,294.05,6.62,252.0,100250.0
20080118:0200,8.21,85.85,0.0,-0.0,0.0,293.75,6.69,258.0,100400.0
20080118:0300,8.16,85.85,0.0,-0.0,0.0,308.3,6.41,261.0,100550.0
20080118:0400,7.86,82.7,0.0,-0.0,0.0,289.3,5.79,260.0,100660.0
20080118:0500,7.62,85.8,0.0,-0.0,0.0,295.1,5.1,257.0,100760.0
20080118:0600,7.15,85.75,0.0,-0.0,0.0,284.1,4.55,251.0,100890.0
20080118:0700,6.98,85.75,0.0,-0.0,0.0,294.55,4.55,244.0,101020.0
20080118:0800,6.91,85.75,14.0,0.0,14.0,301.9,4.55,237.0,101140.0
20080118:0900,7.28,89.0,45.0,0.0,45.0,312.15,4.83,232.0,101230.0
20080118:1000,7.89,82.7,56.0,0.0,56.0,320.85,5.17,233.0,101290.0
20080118:1100,8.33,85.85,66.0,0.0,66.0,333.05,5.1,231.0,101360.0
20080118:1200,8.37,89.1,42.0,0.0,42.0,338.1,5.24,216.0,101300.0
20080118:1300,8.41,89.1,29.0,0.0,29.0,341.55,5.86,207.0,101200.0
20080118:1400,8.49,89.1,29.0,0.0,29.0,344.5,6.55,206.0,101160.0
20080118:1500,8.76,92.4,11.0,0.0,11.0,346.8,7.17,212.0,101120.0
20080118:1600,9.4,92.45,0.0,-0.0,0.0,351.65,6.97,218.0,101110.0
20080118:1700,10.34,95.9,0.0,-0.0,0.0,357.85,6.9,225.0,101130.0
20080118:1800,11.0,92.55,0.0,-0.0,0.0,361.5,7.24,232.0,101140.0
20080118:1900,11.44,92.55,0.0,-0.0,0.0,365.0,7.66,234.0,101120.0
20080118:2000,11.53,92.55,0.0,-0.0,0.0,365.75,7.93,236.0,101160.0
20080118:2100,11.55,89.3,0.0,-0.0,0.0,365.75,8.07,235.0,101150.0
20080118:2200,11.66,89.3,0.0,-0.0,0.0,365.2,8.21,235.0,101210.0
20080118:2300,11.81,89.3,0.0,-0.0,0.0,364.8,8.28,236.0,101230.0
20080119:0000,12.0,86.2,0.0,-0.0,0.0,365.75,8.28,237.0,101270.0
20080119:0100,12.21,86.2,0.0,-0.0,0.0,366.05,8.21,240.0,101320.0
20080119:0200,12.37,86.2,0.0,-0.0,0.0,366.75,8.0,241.0,101380.0
20080119:0300,12.49,83.25,0.0,-0.0,0.0,366.95,7.93,240.0,101420.0
20080119:0400,12.51,83.25,0.0,-0.0,0.0,367.1,7.86,240.0,101450.0
20080119:0500,12.51,83.25,0.0,-0.0,0.0,367.7,7.66,241.0,101470.0
20080119:0600,12.46,83.25,0.0,-0.0,0.0,367.3,7.45,241.0,101530.0
20080119:0700,12.29,86.2,0.0,-0.0,0.0,367.3,7.59,237.0,101560.0
20080119:0800,12.27,86.2,13.0,0.0,13.0,367.1,7.86,237.0,101630.0
20080119:0900,12.3,86.2,55.0,5.69,54.0,362.65,8.0,237.0,101680.0
20080119:1000,12.36,86.2,35.0,0.0,35.0,366.75,8.0,238.0,101730.0
20080119:1100,12.19,86.2,47.0,0.0,47.0,365.75,7.86,239.0,101770.0
20080119:1200,12.19,86.2,66.0,0.0,66.0,366.15,7.79,242.0,101810.0
20080119:1300,12.08,86.2,26.0,0.0,26.0,366.35,7.59,243.0,101820.0
20080119:1400,12.13,86.2,22.0,0.0,22.0,366.75,7.52,243.0,101870.0
20080119:1500,12.25,86.2,19.0,0.0,19.0,366.75,7.31,245.0,101900.0
20080119:1600,12.3,86.2,0.0,-0.0,0.0,366.75,6.97,245.0,101950.0
20080119:1700,12.19,86.2,0.0,-0.0,0.0,366.35,6.41,245.0,101980.0
20080119:1800,12.03,86.2,0.0,-0.0,0.0,367.3,6.0,244.0,102010.0
20080119:1900,11.71,92.55,0.0,-0.0,0.0,366.35,5.79,241.0,102030.0
20080119:2000,11.59,92.55,0.0,-0.0,0.0,366.15,5.93,242.0,102020.0
20080119:2100,11.68,92.55,0.0,-0.0,0.0,366.55,6.34,243.0,102020.0
20080119:2200,11.8,89.3,0.0,-0.0,0.0,366.55,6.62,243.0,102050.0
20080119:2300,11.94,86.2,0.0,-0.0,0.0,365.0,6.48,242.0,102060.0
20080120:0000,12.04,86.2,0.0,-0.0,0.0,363.25,6.55,236.0,102050.0
20080120:0100,12.1,83.15,0.0,-0.0,0.0,361.25,6.83,235.0,102050.0
20080120:0200,12.11,83.15,0.0,-0.0,0.0,363.65,7.03,235.0,102030.0
20080120:0300,12.05,83.15,0.0,-0.0,0.0,359.95,6.97,237.0,102010.0
20080120:0400,11.94,83.15,0.0,-0.0,0.0,359.95,6.97,240.0,102000.0
20080120:0500,11.77,83.1,0.0,-0.0,0.0,359.55,6.83,240.0,101990.0
20080120:0600,11.69,83.1,0.0,-0.0,0.0,361.5,6.69,241.0,101990.0
20080120:0700,11.9,83.15,0.0,-0.0,0.0,363.05,6.28,240.0,101950.0
20080120:0800,11.91,83.15,17.0,15.52,16.0,364.2,6.14,236.0,101960.0
20080120:0900,11.99,83.15,47.0,0.0,47.0,363.05,6.48,238.0,102000.0
20080120:1000,12.07,83.15,56.0,0.0,56.0,364.0,6.9,240.0,101980.0
20080120:1100,12.23,83.15,130.0,25.82,122.0,363.25,7.17,242.0,102010.0
20080120:1200,12.28,80.2,121.0,12.58,117.0,364.2,7.31,245.0,102000.0
20080120:1300,12.19,80.2,81.0,0.0,81.0,365.0,7.45,246.0,101950.0
20080120:1400,12.02,80.2,16.0,0.0,16.0,365.2,7.38,247.0,101940.0
20080120:1500,11.91,80.2,8.0,0.0,8.0,364.4,7.1,247.0,101930.0
20080120:1600,11.69,80.15,0.0,-0.0,0.0,364.0,6.76,246.0,101940.0
20080120:1700,11.43,80.15,0.0,-0.0,0.0,363.45,6.55,244.0,101940.0
20080120:1800,11.14,83.05,0.0,-0.0,0.0,357.65,6.41,243.0,101940.0
20080120:1900,11.44,80.15,0.0,-0.0,0.0,361.3,6.55,243.0,101890.0
20080120:2000,11.31,83.05,0.0,-0.0,0.0,359.4,6.69,243.0,101890.0
20080120:2100,11.14,80.1,0.0,-0.0,0.0,356.65,6.69,243.0,101890.0
20080120:2200,11.0,80.1,0.0,-0.0,0.0,357.85,6.62,241.0,101890.0
20080120:2300,10.87,83.0,0.0,-0.0,0.0,356.85,6.62,240.0,101850.0
20080121:0000,10.84,83.0,0.0,-0.0,0.0,358.4,6.55,239.0,101830.0
20080121:0100,10.8,80.05,0.0,-0.0,0.0,357.95,6.55,238.0,101780.0
20080121:0200,10.76,80.05,0.0,-0.0,0.0,355.3,6.41,238.0,101750.0
20080121:0300,10.74,80.05,0.0,-0.0,0.0,355.7,6.34,239.0,101720.0
20080121:0400,10.7,80.05,0.0,-0.0,0.0,358.8,6.34,238.0,101660.0
20080121:0500,10.59,80.05,0.0,-0.0,0.0,359.4,6.41,237.0,101620.0
20080121:0600,10.4,77.15,0.0,-0.0,0.0,358.2,6.55,236.0,101600.0
20080121:0700,10.66,83.0,0.0,-0.0,0.0,357.65,6.41,237.0,101520.0
20080121:0800,10.54,80.05,5.0,0.0,5.0,358.8,6.55,235.0,101480.0
20080121:0900,10.35,82.95,13.0,0.0,13.0,356.85,6.83,233.0,101460.0
20080121:1000,10.04,79.95,43.0,0.0,43.0,342.55,6.62,231.0,101410.0
20080121:1100,9.9,74.3,96.0,3.19,95.0,331.1,6.62,229.0,101380.0
20080121:1200,9.89,69.0,63.0,0.0,63.0,313.7,6.76,226.0,101280.0
20080121:1300,9.94,66.45,0.0,0.0,0.0,303.85,6.83,223.0,101120.0
20080121:1400,9.8,68.9,0.0,0.0,0.0,300.55,7.24,227.0,100990.0
20080121:1500,9.62,68.9,16.0,0.0,16.0,320.3,7.24,230.0,100890.0
20080121:1600,9.41,68.9,0.0,-0.0,0.0,333.45,7.52,229.0,100800.0
20080121:1700,9.15,76.95,0.0,-0.0,0.0,341.0,7.59,226.0,100660.0
20080121:1800,8.76,85.9,0.0,-0.0,0.0,347.95,7.79,228.0,100560.0
20080121:1900,9.08,82.85,0.0,-0.0,0.0,330.15,7.52,235.0,100500.0
20080121:2000,9.5,85.95,0.0,-0.0,0.0,315.25,7.38,239.0,100400.0
20080121:2100,9.49,82.9,0.0,-0.0,0.0,318.75,7.86,245.0,100340.0
20080121:2200,9.26,85.95,0.0,-0.0,0.0,308.3,7.86,249.0,100320.0
20080121:2300,8.86,89.1,0.0,-0.0,0.0,308.3,7.52,254.0,100290.0
20080122:0000,8.65,85.9,0.0,-0.0,0.0,312.95,7.17,259.0,100320.0
20080122:0100,8.39,85.9,0.0,-0.0,0.0,324.25,6.48,271.0,100350.0
20080122:0200,7.75,89.0,0.0,-0.0,0.0,329.75,5.66,291.0,100400.0
20080122:0300,7.09,89.0,0.0,-0.0,0.0,331.3,5.17,312.0,100560.0
20080122:0400,5.93,85.7,0.0,-0.0,0.0,331.5,6.14,343.0,100840.0
20080122:0500,4.95,82.4,0.0,-0.0,0.0,317.0,5.31,352.0,101120.0
20080122:0600,4.79,79.3,0.0,-0.0,0.0,295.9,4.28,336.0,101400.0
20080122:0700,4.0,79.2,0.0,-0.0,0.0,239.75,3.52,325.0,101610.0
20080122:0800,3.74,82.25,31.0,100.26,24.0,240.15,3.31,321.0,101790.0
20080122:0900,4.62,79.3,115.0,200.49,78.0,252.95,3.52,325.0,101990.0
20080122:1000,5.7,79.4,246.0,669.63,66.0,254.5,2.97,329.0,102120.0
20080122:1100,6.59,68.4,0.0,0.0,0.0,262.8,4.21,337.0,102250.0
20080122:1200,7.06,63.35,0.0,0.0,0.0,259.1,4.07,337.0,102340.0
20080122:1300,7.27,61.0,0.0,0.0,0.0,260.5,3.52,325.0,102360.0
20080122:1400,7.23,58.65,0.0,0.0,0.0,266.3,3.1,314.0,102420.0
20080122:1500,7.02,61.0,0.0,0.0,0.0,277.3,2.55,306.0,102510.0
20080122:1600,6.31,65.75,0.0,-0.0,0.0,281.75,1.79,286.0,102580.0
20080122:1700,5.67,68.2,0.0,-0.0,0.0,290.65,1.72,259.0,102630.0
20080122:1800,4.65,76.3,0.0,-0.0,0.0,265.5,1.93,240.0,102700.0
20080122:1900,3.8,85.45,0.0,-0.0,0.0,267.05,1.86,228.0,102760.0
20080122:2000,3.35,85.45,0.0,-0.0,0.0,273.65,2.0,222.0,102810.0
20080122:2100,2.71,92.15,0.0,-0.0,0.0,254.1,2.34,216.0,102870.0
20080122:2200,2.52,88.65,0.0,-0.0,0.0,256.8,2.55,208.0,102860.0
20080122:2300,2.57,92.15,0.0,-0.0,0.0,261.45,2.69,206.0,102850.0
20080123:0000,2.59,92.15,0.0,-0.0,0.0,260.5,2.76,202.0,102870.0
20080123:0100,2.75,92.15,0.0,-0.0,0.0,266.8,2.97,198.0,102830.0
20080123:0200,2.93,88.7,0.0,-0.0,0.0,270.75,3.1,194.0,102810.0
20080123:0300,3.46,85.45,0.0,-0.0,0.0,291.85,3.38,197.0,102780.0
20080123:0400,4.05,79.2,0.0,-0.0,0.0,305.2,3.66,204.0,102760.0
20080123:0500,4.53,76.3,0.0,-0.0,0.0,316.05,3.86,203.0,102750.0
20080123:0600,4.93,73.55,0.0,-0.0,0.0,328.05,4.21,199.0,102690.0
20080123:0700,5.33,82.4,0.0,-0.0,0.0,335.0,4.62,204.0,102650.0
20080123:0800,5.65,79.4,0.0,0.0,0.0,335.75,4.76,204.0,102660.0
20080123:0900,6.05,79.5,0.0,0.0,0.0,338.65,4.97,204.0,102630.0
20080123:1000,6.52,79.55,0.0,0.0,0.0,338.1,5.1,207.0,102620.0
20080123:1100,7.13,82.6,0.0,0.0,0.0,338.1,4.76,209.0,102630.0
20080123:1200,7.65,79.65,0.0,0.0,0.0,339.05,4.97,208.0,102600.0
20080123:1300,8.14,79.7,0.0,0.0,0.0,340.2,4.48,206.0,102490.0
20080123:1400,8.85,79.75,0.0,0.0,0.0,340.2,4.55,208.0,102450.0
20080123:1500,9.24,79.85,0.0,0.0,0.0,340.2,5.1,220.0,102470.0
20080123:1600,9.29,82.85,0.0,-0.0,0.0,346.2,4.83,221.0,102460.0
20080123:1700,9.32,82.85,0.0,-0.0,0.0,347.4,4.69,222.0,102480.0
20080123:1800,9.25,82.85,0.0,-0.0,0.0,341.4,4.76,223.0,102490.0
20080123:1900,9.54,82.9,0.0,-0.0,0.0,350.3,4.69,219.0,102500.0
20080123:2000,9.46,82.9,0.0,-0.0,0.0,347.55,4.83,217.0,102490.0
20080123:2100,9.36,85.95,0.0,-0.0,0.0,346.2,4.83,217.0,102480.0
20080123:2200,9.29,85.95,0.0,-0.0,0.0,343.1,4.9,216.0,102470.0
20080123:2300,9.27,85.95,0.0,-0.0,0.0,343.1,5.03,217.0,102410.0
20080124:0000,9.16,85.95,0.0,-0.0,0.0,342.55,5.03,217.0,102410.0
20080124:0100,8.98,85.95,0.0,-0.0,0.0,342.05,5.03,218.0,102350.0
20080124:0200,8.92,89.1,0.0,-0.0,0.0,341.2,4.9,221.0,102350.0
20080124:0300,8.89,89.1,0.0,-0.0,0.0,345.05,4.83,223.0,102310.0
20080124:0400,8.9,89.1,0.0,-0.0,0.0,348.35,4.76,225.0,102310.0
20080124:0500,8.92,89.1,0.0,-0.0,0.0,349.5,4.62,226.0,102310.0
20080124:0600,8.89,85.95,0.0,-0.0,0.0,349.3,4.55,225.0,102280.0
20080124:0700,9.25,89.1,0.0,-0.0,0.0,348.75,4.62,221.0,102330.0
20080124:0800,9.19,89.1,20.0,13.22,19.0,346.0,4.69,221.0,102350.0
20080124:0900,9.32,89.1,35.0,0.0,35.0,345.65,4.83,222.0,102360.0
20080124:1000,9.53,85.95,86.0,3.63,85.0,348.15,4.97,226.0,102380.0
20080124:1100,9.79,85.95,54.0,0.0,54.0,346.4,4.48,226.0,102400.0
20080124:1200,9.84,85.95,64.0,0.0,64.0,353.0,4.83,230.0,102380.0
20080124:1300,9.73,85.95,71.0,0.0,71.0,351.65,4.69,230.0,102330.0
20080124:1400,9.37,89.15,50.0,0.0,50.0,354.35,4.83,238.0,102340.0
20080124:1500,9.37,92.45,32.0,0.0,32.0,353.75,5.66,263.0,102410.0
20080124:1600,9.07,85.95,0.0,0.0,0.0,350.65,5.24,285.0,102540.0
20080124:1700,8.33,85.85,0.0,-0.0,0.0,333.45,4.48,285.0,102670.0
20080124:1800,7.6,79.65,0.0,-0.0,0.0,304.05,4.69,293.0,102820.0
20080124:1900,6.63,79.55,0.0,-0.0,0.0,269.95,3.66,294.0,103030.0
20080124:2000,5.58,79.4,0.0,-0.0,0.0,248.85,3.38,292.0,103160.0
20080124:2100,4.58,79.3,0.0,-0.0,0.0,239.0,2.97,284.0,103280.0
20080124:2200,3.8,82.25,0.0,-0.0,0.0,236.3,2.83,273.0,103360.0
20080124:2300,3.19,82.2,0.0,-0.0,0.0,234.95,2.83,258.0,103390.0
20080125:0000,2.72,85.35,0.0,-0.0,0.0,233.6,2.9,246.0,103460.0
20080125:0100,2.34,85.35,0.0,-0.0,0.0,233.1,3.1,237.0,103470.0
20080125:0200,2.15,88.65,0.0,-0.0,0.0,233.0,3.31,235.0,103510.0
20080125:0300,2.02,88.65,0.0,-0.0,0.0,233.4,3.52,230.0,103510.0
20080125:0400,1.88,85.3,0.0,-0.0,0.0,233.6,3.66,225.0,103490.0
20080125:0500,1.73,85.25,0.0,-0.0,0.0,233.4,3.79,226.0,103530.0
20080125:0600,1.76,85.25,0.0,-0.0,0.0,235.15,4.14,225.0,103560.0
20080125:0700,2.26,88.65,0.0,-0.0,0.0,236.65,4.55,227.0,103630.0
20080125:0800,2.82,85.4,39.0,139.67,28.0,243.25,4.97,226.0,103630.0
20080125:0900,4.04,85.5,143.0,355.04,74.0,248.65,5.38,226.0,103610.0
20080125:1000,5.51,82.5,240.0,536.84,90.0,253.9,4.9,225.0,103580.0
20080125:1100,6.69,79.55,265.0,411.38,130.0,259.7,5.38,225.0,103550.0
20080125:1200,7.71,79.65,315.0,673.02,88.0,267.85,5.86,226.0,103500.0
20080125:1300,8.27,76.8,281.0,659.82,79.0,275.4,5.86,228.0,103440.0
20080125:1400,8.46,76.85,151.0,194.2,105.0,279.85,5.38,226.0,103380.0
20080125:1500,8.55,74.05,52.0,37.26,47.0,288.35,6.07,236.0,103350.0
20080125:1600,8.2,76.8,0.0,0.0,0.0,292.4,5.52,238.0,103340.0
20080125:1700,7.69,79.65,0.0,-0.0,0.0,287.2,5.38,238.0,103380.0
20080125:1800,7.2,82.6,0.0,-0.0,0.0,274.6,5.31,239.0,103380.0
20080125:1900,7.26,82.6,0.0,-0.0,0.0,292.05,4.83,240.0,103430.0
20080125:2000,6.7,82.6,0.0,-0.0,0.0,274.6,4.69,238.0,103400.0
20080125:2100,6.18,85.7,0.0,-0.0,0.0,258.75,4.55,238.0,103400.0
20080125:2200,5.99,85.7,0.0,-0.0,0.0,265.5,4.41,238.0,103390.0
20080125:2300,5.74,88.9,0.0,-0.0,0.0,261.65,4.41,238.0,103350.0
20080126:0000,5.48,88.9,0.0,-0.0,0.0,255.65,4.41,237.0,103350.0
20080126:0100,5.31,92.25,0.0,-0.0,0.0,254.2,4.41,236.0,103330.0
20080126:0200,5.2,92.25,0.0,-0.0,0.0,262.05,4.41,233.0,103300.0
20080126:0300,4.98,92.25,0.0,-0.0,0.0,251.95,4.55,233.0,103290.0
20080126:0400,4.98,92.25,0.0,-0.0,0.0,257.95,4.76,238.0,103300.0
20080126:0500,5.04,92.25,0.0,-0.0,0.0,260.1,4.69,239.0,103330.0
20080126:0600,5.27,92.25,0.0,-0.0,0.0,280.2,4.83,234.0,103300.0
20080126:0700,5.5,88.9,0.0,-0.0,0.0,266.5,5.1,227.0,103200.0
20080126:0800,5.66,88.9,43.0,170.83,29.0,275.0,5.52,225.0,103140.0
20080126:0900,6.31,85.7,77.0,20.22,73.0,266.5,5.38,235.0,103180.0
20080126:1000,7.54,79.65,253.0,614.51,79.0,271.3,4.9,244.0,103280.0
20080126:1100,8.74,76.85,316.0,716.58,78.0,268.6,5.03,240.0,103230.0
20080126:1200,9.75,74.2,321.0,688.3,86.0,271.7,6.14,242.0,103160.0
20080126:1300,10.13,71.6,287.0,673.34,78.0,264.15,5.86,248.0,103110.0
20080126:1400,10.21,74.3,181.0,356.61,95.0,272.65,5.59,252.0,103080.0
20080126:1500,9.94,71.6,74.0,137.25,55.0,279.65,5.45,261.0,103120.0
20080126:1600,9.07,71.4,0.0,0.0,0.0,278.85,4.9,267.0,103160.0
20080126:1700,8.29,76.8,0.0,-0.0,0.0,286.05,4.76,261.0,103160.0
20080126:1800,7.76,79.65,0.0,-0.0,0.0,284.3,4.69,256.0,103170.0
20080126:1900,6.92,82.6,0.0,-0.0,0.0,282.75,4.41,246.0,103190.0
